id	filename	md5	size	state
05e353f0-4341-4453-85c4-ffee05cee8a4	05e353f0-4341-4453-85c4-ffee05cee8a4/unc.edu.60b688ac-61c5-4407-82e4-545cb869dca4.2650140.rsem.genes.results	a770456dc1bd0ae4a8e8c561eb6d37a3	1506370	validated
06544c7a-1a06-4863-9179-460f7acb1cae	06544c7a-1a06-4863-9179-460f7acb1cae/unc.edu.a45e5587-488f-4348-a724-fe64e0c5be7d.1351195.rsem.genes.results	865a597de4567943a35d891b21fb879a	1521407	validated
06e979f4-5fae-4f94-88aa-547b1edac5b4	06e979f4-5fae-4f94-88aa-547b1edac5b4/unc.edu.e7756fc3-3cc9-4417-a5c2-a69e67e8df10.1966631.rsem.genes.results	256c473ad540805cd5333f5560a08810	1500212	validated
07ac270c-82be-45ed-a99c-7b6a2122d21b	07ac270c-82be-45ed-a99c-7b6a2122d21b/unc.edu.2480ce78-21a7-4717-8b08-8176d9fe6834.2306404.rsem.genes.results	e8eaa15ed56bb5536fa42a72d0c9d701	1512500	validated
07b1470d-e286-4028-804c-a779928963d9	07b1470d-e286-4028-804c-a779928963d9/unc.edu.6f82f237-061e-47ae-a3fa-d03b6aeb1c1b.2508510.rsem.genes.results	3521a276fed59e4a5e4d20cab6e8f0eb	1497883	validated
08f92e02-20b3-46ac-9539-154aac03d3fc	08f92e02-20b3-46ac-9539-154aac03d3fc/unc.edu.bd5b7c93-fabe-4bb8-a78f-981aeed75d79.1783788.rsem.genes.results	1d4ade411d29830d29261caa16d4cf54	1511694	validated
091ba668-c13a-4d61-ad52-120b8b91ec65	091ba668-c13a-4d61-ad52-120b8b91ec65/unc.edu.d22b6ef3-9b08-44d9-b37f-e7f61ce89404.1113658.rsem.genes.results	f9d4ca3c6cb81c6c2a41b28fb1fb85f5	1505432	validated
09d69769-cbc3-4b43-8db7-2bf10cf77ecf	09d69769-cbc3-4b43-8db7-2bf10cf77ecf/unc.edu.772b8a77-bb90-40a8-ad48-f7a1fc1769de.1347635.rsem.genes.results	71ae6d8bbbf6be615d10cb71a3fa26f4	1487123	validated
0a46057f-f518-4594-a74b-af68936e09e8	0a46057f-f518-4594-a74b-af68936e09e8/unc.edu.210311b9-88d7-4e29-974a-0e807ea88d1b.2497531.rsem.genes.results	a698657b38165921566c1e7f3957cd09	1506726	validated
0b804a56-a74f-44c3-bb74-9d29213ebb0d	0b804a56-a74f-44c3-bb74-9d29213ebb0d/unc.edu.6f3b244b-47b9-4af4-85c5-0051f6688aa8.2503665.rsem.genes.results	a1df893cc05768c2025a0633607dc6e6	1510509	validated
0b9d799b-6911-412d-a485-3a61237d447d	0b9d799b-6911-412d-a485-3a61237d447d/unc.edu.3a644871-42e4-44b0-901e-512596a018b1.2543754.rsem.genes.results	1e2cd0061c2276277a29fa9813908fe5	1513974	validated
0bf7be84-a638-448e-9729-31b223f9764b	0bf7be84-a638-448e-9729-31b223f9764b/unc.edu.d27207d8-a3cf-475b-963a-e393eef98538.2045772.rsem.genes.results	30ea9be1bf50a31e6e398bc068c281cc	1510767	validated
0c80a5fc-484b-47ef-85b7-2fd4c5ea144d	0c80a5fc-484b-47ef-85b7-2fd4c5ea144d/unc.edu.b660dd38-f986-4143-9445-b66cb60f42dd.2166894.rsem.genes.results	477be476b3f74bc19b5a475a08e22c4d	1506872	validated
0e0d3d39-5fb6-4065-9bc2-c85ba21a8bb4	0e0d3d39-5fb6-4065-9bc2-c85ba21a8bb4/unc.edu.97226f81-8074-4b17-bcc7-c74e51216706.2507945.rsem.genes.results	681cc8c0f234e5de4514e5aaf255bd49	1513024	validated
0e4bf2fa-a30a-48d7-9e0f-d80438b4a35b	0e4bf2fa-a30a-48d7-9e0f-d80438b4a35b/unc.edu.d3011182-eb79-48a8-8698-f9cf8f091924.2640968.rsem.genes.results	76b382fffbf0fe7f9b352d3621c63ade	1501125	validated
0e75ba3f-d421-4bef-9c61-f04678b7c094	0e75ba3f-d421-4bef-9c61-f04678b7c094/unc.edu.4e0401b2-6ad4-4709-aa43-f2af0afef259.2095126.rsem.genes.results	71ae3494080d84d41355d389b48c73d2	1485101	validated
0ec71ebc-d203-448e-a848-133f17a85233	0ec71ebc-d203-448e-a848-133f17a85233/unc.edu.94b917da-6579-4d30-b81b-eba739bbae5c.2498676.rsem.genes.results	c6d58233bac83bd6a2aa81dd9936a874	1504002	validated
0f2a0e5e-258b-4510-a15d-12724fc4a179	0f2a0e5e-258b-4510-a15d-12724fc4a179/unc.edu.a77cf51f-45de-4a5b-a6ca-6773f8e236d2.2434853.rsem.genes.results	3d97270c8c8e448ad895c6cdc5a1f71b	1497995	validated
0f5b1a8b-e5e2-4574-aeb2-da491c2aadf1	0f5b1a8b-e5e2-4574-aeb2-da491c2aadf1/unc.edu.58e49daa-eced-4ca8-af92-98af61f8b6f1.2038997.rsem.genes.results	89933ef5d1f591bf1e1532c7159c7cb1	1494808	validated
0f8dfe35-07c8-4226-a290-347c14ef4d37	0f8dfe35-07c8-4226-a290-347c14ef4d37/unc.edu.a9eb4088-1eb0-47ac-867b-df97fbeb318c.2545646.rsem.genes.results	2e1019ce0ddfde33dff7bcd9290e5870	1504225	validated
10768ed6-f947-4890-85e2-39f15ea9c5de	10768ed6-f947-4890-85e2-39f15ea9c5de/unc.edu.eb210789-9eb4-4def-a83d-3f0254b3c6dd.1228898.rsem.genes.results	0e3cf32ea436ad196248c1d9687aabb1	1523097	validated
11d429bb-dd5e-44ee-a37a-b4aa8b77bd4a	11d429bb-dd5e-44ee-a37a-b4aa8b77bd4a/unc.edu.f11c2ee8-9bf1-4a41-b154-7fb31af15298.2224254.rsem.genes.results	a4da3bc08e770920b92142e909431b95	1489479	validated
129aaf17-324a-4f87-88e3-0be0b579e4f0	129aaf17-324a-4f87-88e3-0be0b579e4f0/unc.edu.72ea067a-e5ae-43f3-97b8-2283b35df8d6.1987751.rsem.genes.results	a4f1f59763069cd9ff86e4c0c127e2fd	1490222	validated
1555dc1d-fe74-4d03-b5dd-5359f4c669ee	1555dc1d-fe74-4d03-b5dd-5359f4c669ee/unc.edu.f36d565e-7fea-4fae-87b2-70d7e75b36ef.2278467.rsem.genes.results	b744ba428c2b3cbbd8b73d134b0fa3c8	1438265	validated
158fff62-008f-4d06-bf37-5ea565edf0b3	158fff62-008f-4d06-bf37-5ea565edf0b3/unc.edu.429f0e9d-c160-4b36-a31b-dab1097c6129.1388295.rsem.genes.results	d3b7c28be19688eae76efd4b658b18ff	1486005	validated
15b3cf13-89da-4b8f-b425-356239d28e8d	15b3cf13-89da-4b8f-b425-356239d28e8d/unc.edu.d7c8fab5-a3c9-4650-9935-56c0fe27cbe6.1468980.rsem.genes.results	6811d44a93331b494834445b8ce6459e	1521342	validated
15ec09be-55c1-41d8-a854-e81b50766356	15ec09be-55c1-41d8-a854-e81b50766356/unc.edu.20ca7c4d-7ef0-4fc5-907b-a90fec12a561.1469246.rsem.genes.results	c5aa40af3a6ecad45b7487cafa8c5983	1525222	validated
165b2400-6b4d-4814-9ecf-e526f02bbd3e	165b2400-6b4d-4814-9ecf-e526f02bbd3e/unc.edu.20d3ac92-e654-415e-8031-5a8bdd1662b3.1474678.rsem.genes.results	ebf3e0bcbfa9c6d74848b786227ad884	1512008	validated
16cdd4ff-08ec-45df-bf07-e741488d0c64	16cdd4ff-08ec-45df-bf07-e741488d0c64/unc.edu.1b08c8c9-5739-409d-9cbc-3b06ad1f60e6.1215481.rsem.genes.results	b647b6c302529002724d7207e0a5ed41	1515812	validated
17c2f75e-04e5-499b-8b48-4bee873f0af5	17c2f75e-04e5-499b-8b48-4bee873f0af5/unc.edu.55f7869a-9583-4696-a281-b3c4ef4bd426.1474545.rsem.genes.results	67cdfd9850b8a4607e959f2ba507661e	1511336	validated
19c73b28-ecba-4942-82da-cfda7022bb93	19c73b28-ecba-4942-82da-cfda7022bb93/unc.edu.c270c34c-0cfd-410e-ab3c-231033196d25.1113414.rsem.genes.results	3d503cd794e5f19d2c26a4a7d5ece24c	1504459	validated
1a794e55-0961-44ac-a88f-adb8c92836e5	1a794e55-0961-44ac-a88f-adb8c92836e5/unc.edu.325c6503-12a1-4985-99a0-b968850f9d92.1211498.rsem.genes.results	bed656376202ce4688a7d4a6aaf2d7e3	1508715	validated
1adadc37-4473-4e54-abc4-b01486e3014c	1adadc37-4473-4e54-abc4-b01486e3014c/unc.edu.68b08ead-5e38-490f-8654-b3db19c80fca.1475037.rsem.genes.results	6441eb5039abeda180893b96b07b727c	1515378	validated
1ae854da-4b27-4a1f-b37b-0b7f3e2d4f66	1ae854da-4b27-4a1f-b37b-0b7f3e2d4f66/unc.edu.378c51fa-27d3-4e70-a471-9f1006513d24.2651165.rsem.genes.results	eaa55a3a2aaa9bbda6c8f945e1f202c9	1497984	validated
1ae9e92c-dde4-4ecb-bd58-01aaebe2bf96	1ae9e92c-dde4-4ecb-bd58-01aaebe2bf96/unc.edu.958520af-f270-49ab-8fb6-57e1ae8ae68f.1179807.rsem.genes.results	c43447c9b769a6511c49be32113c546c	1479544	validated
1af9ea31-72d5-42bf-b7f6-004248a72124	1af9ea31-72d5-42bf-b7f6-004248a72124/unc.edu.32d604cb-3bf5-427c-b60d-3c9cfeb7f0a5.1351954.rsem.genes.results	6c729791dac1bb835758c5f364a88e8e	1519669	validated
1b11cfab-429e-4258-bcca-865759036e65	1b11cfab-429e-4258-bcca-865759036e65/unc.edu.c87fa518-41c5-417a-88ac-0b300f1a8732.2231944.rsem.genes.results	ad6fe46e7c87b4df6379271e609c2e24	1492914	validated
1b5e57f5-a0b7-4db5-950c-381527281485	1b5e57f5-a0b7-4db5-950c-381527281485/unc.edu.ca10d08d-3cc5-4171-9a70-66fdff3c0c3d.1181606.rsem.genes.results	b28ba5a4c97d268f3ff0a32dccd1959e	1507308	validated
1d88c5ea-4078-4cee-b69f-dab1400b921d	1d88c5ea-4078-4cee-b69f-dab1400b921d/unc.edu.dee47fe6-4c8e-4801-abae-d3a03be1ea8e.2540700.rsem.genes.results	4dadc8710e57859f84129dad397cff32	1523040	validated
1d8ab473-835e-4dcf-865a-af0ab373fe3a	1d8ab473-835e-4dcf-865a-af0ab373fe3a/unc.edu.fb37dcdd-00a6-49b7-b0ca-1fe0d9c4782a.2647621.rsem.genes.results	54233b3fa98c5f605b64cdc06a1023e3	1487342	validated
1dadfe05-0945-4727-822e-3e4ea8ddee7c	1dadfe05-0945-4727-822e-3e4ea8ddee7c/unc.edu.3cefcb0b-796f-4ef0-b50d-a6ed17e9be4d.1179720.rsem.genes.results	d507b9ff23a4cd4a3ed0abc2614cfab0	1516479	validated
20436efa-119b-4008-ba8b-1bb5f55d66b6	20436efa-119b-4008-ba8b-1bb5f55d66b6/unc.edu.febead73-3b12-44e6-8bab-a7cfa7bf1129.1179062.rsem.genes.results	f539b9328ac6008e43449e92b507a320	1495923	validated
207f1c18-505a-4d0f-90e8-eef49cc6b371	207f1c18-505a-4d0f-90e8-eef49cc6b371/unc.edu.459468e0-79bc-4544-b168-27a85342d4c1.2236121.rsem.genes.results	61cc69ee21fdc7fb59c4a63a52f82903	1504708	validated
20f7f81a-de20-437e-bb33-2011604bdce1	20f7f81a-de20-437e-bb33-2011604bdce1/unc.edu.500beee6-a0cf-44aa-9102-de22b7210aba.2477411.rsem.genes.results	0b3e9a5266559d7ef8c35ba7dbc98bda	1515558	validated
218664d0-1d3c-4a41-a513-0608fef84636	218664d0-1d3c-4a41-a513-0608fef84636/unc.edu.20c1d8e8-3bb4-4d6b-ae70-659cf0ea07de.2545807.rsem.genes.results	6e6895b18fd274ab78a85cef72b153a6	1498481	validated
22088be5-030a-44af-8fd1-e871d716d5a1	22088be5-030a-44af-8fd1-e871d716d5a1/unc.edu.ccc9fcec-f07a-498b-9389-9c2b3aa0d2bf.2647098.rsem.genes.results	1eb11bfdc561ba2064e1ac39bc527963	1498687	validated
2284c4ae-a9bd-4047-8893-7ca222784420	2284c4ae-a9bd-4047-8893-7ca222784420/unc.edu.9da50002-f2ba-4a66-8668-79386cf5ea4d.2509000.rsem.genes.results	d4edff24c117721fe267ce5df87f8a3d	1516689	validated
2367484b-01b3-4105-b4fb-ee3b30937260	2367484b-01b3-4105-b4fb-ee3b30937260/unc.edu.4cdcbbae-5859-414b-bc81-001b25a3d4f1.2649520.rsem.genes.results	488653c8b0839845aef1772368e22afd	1513090	validated
240f6e97-94a8-4c99-a387-016b2c6a90c4	240f6e97-94a8-4c99-a387-016b2c6a90c4/unc.edu.4cab604d-59f6-46d2-8c35-d3416977e313.2504833.rsem.genes.results	da59efeb71305d638a6da72981d312c0	1510383	validated
25ca329f-91c1-463f-a26a-fb46782fd8d7	25ca329f-91c1-463f-a26a-fb46782fd8d7/unc.edu.6d1b727a-12fb-4756-a076-6be61253f480.1111901.rsem.genes.results	94660947ffbd8a6e735cd16e3108e2ce	1510668	validated
26087768-6aa8-4a9b-bb5a-2305a5f67990	26087768-6aa8-4a9b-bb5a-2305a5f67990/unc.edu.bf7a27d9-35a8-4c59-bf27-e3fa9b271e6e.1475121.rsem.genes.results	9e08511488ce00edf8fc0e73e708080d	1519293	validated
26b70b90-2ebd-4932-8dbe-dd35afbacfee	26b70b90-2ebd-4932-8dbe-dd35afbacfee/unc.edu.bc993392-5f2f-4cb8-8d27-26f3df2b3583.1214109.rsem.genes.results	b08d1046a5ed1ba50af8762d7fa04592	1519950	validated
2738a525-73d6-4983-8d94-129a1f40e741	2738a525-73d6-4983-8d94-129a1f40e741/unc.edu.9e1c37bb-1c94-4a98-8e44-e03953aa8ad9.2507867.rsem.genes.results	53a384aa4fb9b9a0cb237c9be17a3d60	1507264	validated
277b24e1-d612-4a8c-a274-2aa09603a59c	277b24e1-d612-4a8c-a274-2aa09603a59c/unc.edu.ede7cca5-c3f8-43e0-9354-b99821de60c0.2493229.rsem.genes.results	bf896bb8ba6b496a056b2671f4b904fe	1501026	validated
277e10a9-4332-4585-b30c-b2bb3c99f5ba	277e10a9-4332-4585-b30c-b2bb3c99f5ba/unc.edu.9192d03e-87ee-424a-90fa-7e66c3b6abe3.2544890.rsem.genes.results	d6dd51f0279c12a2b499e310c01730c2	1491301	validated
2780f2f0-44a0-4d7a-9482-4543226152f7	2780f2f0-44a0-4d7a-9482-4543226152f7/unc.edu.9bd649f6-9b08-4d26-87b9-a6901a00f2ba.2502962.rsem.genes.results	92cc6d921bce95294fb12f561105012f	1509830	validated
27ccc133-13d5-4378-8af0-e527320351c0	27ccc133-13d5-4378-8af0-e527320351c0/unc.edu.f279c9db-8b02-4df1-883c-28373ec10636.2545058.rsem.genes.results	28375ad5fb4a651645fc3a02aea3362a	1518711	validated
28203b13-aa02-446d-a333-d82b02c9cf65	28203b13-aa02-446d-a333-d82b02c9cf65/unc.edu.31fbf484-2cee-49a8-bf99-6c1b9d721b57.1966873.rsem.genes.results	cbbdcc1a46d92c16e4a7732b2f958637	1493197	validated
283fbece-5d01-4c58-9f2e-86acdb1298ce	283fbece-5d01-4c58-9f2e-86acdb1298ce/unc.edu.94309b2e-c58c-4e2b-981d-0badb3872db7.2032607.rsem.genes.results	7493b66e90ee3489e742b57914fa8ddd	1506747	validated
284907b5-64da-4ba7-b853-97b82d189728	284907b5-64da-4ba7-b853-97b82d189728/unc.edu.4b3c1687-622c-4c9f-9fe7-25b197629133.2650297.rsem.genes.results	2ec668975dba21625b22306359c5dbe5	1506613	validated
294e1ea2-ffa7-46b9-bc4d-ccaa04ab104d	294e1ea2-ffa7-46b9-bc4d-ccaa04ab104d/unc.edu.8038ffb4-38d5-437a-9457-4943c0202a8a.2307637.rsem.genes.results	e752fef36e3815aec0760cce9ee50233	1527614	validated
2b0b7b0a-5d90-4227-86d8-14fda32cd81a	2b0b7b0a-5d90-4227-86d8-14fda32cd81a/unc.edu.73220a3d-e4e3-4494-a832-86baa98333b4.1783987.rsem.genes.results	b6357b90165575e8e889ad71ff8604a4	1514054	validated
2b453c29-bdfc-4bb9-bf59-41068c8aeb4d	2b453c29-bdfc-4bb9-bf59-41068c8aeb4d/unc.edu.2dbb5e17-f331-49be-8bfa-314627ffb8a5.1474489.rsem.genes.results	30b145606e93e1be9820ee87e8c537dd	1511273	validated
2b66a929-6004-46d1-9e85-22034b5a0a62	2b66a929-6004-46d1-9e85-22034b5a0a62/unc.edu.a931a672-1565-4de6-9c64-d5a74f4cac1f.2396992.rsem.genes.results	0cb6722439456c77ca4608aaf082b4a5	1500450	validated
2c4b256f-4ef0-4813-acfa-00d861cdae85	2c4b256f-4ef0-4813-acfa-00d861cdae85/unc.edu.73a57b9f-d780-4556-bf25-b75c2f75340e.2503965.rsem.genes.results	faff9348a8def73bb270e1bdff8e8da8	1509784	validated
2e0aa9bb-5b00-45b4-89c7-adae41cc6fef	2e0aa9bb-5b00-45b4-89c7-adae41cc6fef/unc.edu.2ee1e299-76a9-4d45-a79b-02c1f31f9399.2396919.rsem.genes.results	e03a5a0e63d0669d2cf66631fb999937	1509941	validated
2e57315e-1d54-48fb-b385-a0811c8da131	2e57315e-1d54-48fb-b385-a0811c8da131/unc.edu.e92d3c82-1aea-48da-97fd-bf6325d5c51b.1243399.rsem.genes.results	b95db19b4fd17781d72b9a5befd911c9	1512964	validated
2e5bfa84-2ec5-4d8c-9250-61302376357a	2e5bfa84-2ec5-4d8c-9250-61302376357a/unc.edu.61b0add8-ad93-4f2a-a95b-fa257934962f.1468779.rsem.genes.results	b1c67a0b7b158b363e539e9d7ad93456	1509940	validated
2e5d17df-a9f2-46fc-9b78-5773e1db87bb	2e5d17df-a9f2-46fc-9b78-5773e1db87bb/unc.edu.341d1383-93bd-42d7-80ad-5dba732c1925.2116227.rsem.genes.results	5a3c2f5d1700786a25082ae30c63f7df	1518855	validated
2e66e58a-48b9-4dd8-bc15-5c1178f702d1	2e66e58a-48b9-4dd8-bc15-5c1178f702d1/unc.edu.f3872d71-1889-4756-bdb4-d5ae383758a8.1385537.rsem.genes.results	6b5550fcec1988ea3cc130f940a07770	1524421	validated
2f2727a7-5110-4099-94e5-8cf3b7e39dba	2f2727a7-5110-4099-94e5-8cf3b7e39dba/unc.edu.92e94724-a03e-4b58-91b2-f309ab8dc943.2157836.rsem.genes.results	8f894c03a4a5b6d4eff54e4b74469d57	1519438	validated
2f3dbfb2-1cc1-4c71-9779-5ba190aa9d7a	2f3dbfb2-1cc1-4c71-9779-5ba190aa9d7a/unc.edu.72dcc6a3-c2ce-4e24-897d-880a0f01c1aa.2651250.rsem.genes.results	ed1467e1af6c95da94b6ce4c22fbf8f2	1523376	validated
2f482d8c-8fea-4c13-a9a8-0ec68b3ff4a9	2f482d8c-8fea-4c13-a9a8-0ec68b3ff4a9/unc.edu.01a7643f-d7be-40e8-bdc1-562d825e8ba8.2096822.rsem.genes.results	6e2dac737f008245a2b3ebbaedb044d6	1501282	validated
3009bec7-4a25-47a8-93ca-53e96eba75b6	3009bec7-4a25-47a8-93ca-53e96eba75b6/unc.edu.7fe70e80-a35e-4a3d-bfb5-e044aec3e6a2.2386741.rsem.genes.results	874c44deebf8e3c61882d454db2cab5f	1521790	validated
30199ca0-853c-4548-a5a8-728a6d9515a9	30199ca0-853c-4548-a5a8-728a6d9515a9/unc.edu.2ffd7576-f25e-44f1-ba9f-7db6030aa0c6.2640887.rsem.genes.results	e43d31ed6328bdecd724aad7d0fdc9f5	1509359	validated
304e802c-c49e-4bd0-8e81-198fd90b530c	304e802c-c49e-4bd0-8e81-198fd90b530c/unc.edu.6d466393-6b0c-4624-b385-5d689695de6b.2659264.rsem.genes.results	8957fce014ae82cdfda9816c46a5830a	1498058	validated
30549d4e-23e5-4cab-9456-b6f70d56229a	30549d4e-23e5-4cab-9456-b6f70d56229a/unc.edu.4c23170b-a5e0-41c8-8309-a5bfb2823491.2308958.rsem.genes.results	8956adfd78a2e0a79bad19e098fdc2d5	1518695	validated
30efd738-f793-421b-817a-383e63c32430	30efd738-f793-421b-817a-383e63c32430/unc.edu.4d4cc53b-06d2-4baa-bf1c-03f9509e422c.2545426.rsem.genes.results	72c68791eedcadbf70616e292fe4baba	1522418	validated
31ec73af-a6c8-491e-bb76-9e1002667d82	31ec73af-a6c8-491e-bb76-9e1002667d82/unc.edu.1ff7160a-3918-4942-8a87-9b78d2306c2e.2470495.rsem.genes.results	a324d6e25c8fa43495e71cb72c4827d3	1510614	validated
3306cf6a-d3d2-4ed1-899f-dd26d060883b	3306cf6a-d3d2-4ed1-899f-dd26d060883b/unc.edu.8ac289ba-c81f-44ed-9fb4-8c2af9eccdb0.2503600.rsem.genes.results	001c0c0bae762c982e055f2d2b9807f5	1501029	validated
333399c4-5faa-4ec9-95c6-e06d554cdcca	333399c4-5faa-4ec9-95c6-e06d554cdcca/unc.edu.7bd745b4-8009-4841-b775-1d8c4942591c.2545922.rsem.genes.results	0424ca25b1135848ef27ed91c0e22e7b	1514487	validated
3408e7fc-00f1-4e3a-b556-3761dd908f2c	3408e7fc-00f1-4e3a-b556-3761dd908f2c/unc.edu.fac0db5e-3c8c-4ca2-b119-da810af35fc7.2504023.rsem.genes.results	5fd5a9ac2ab5de62cda1d14bfcf73703	1497627	validated
35e43624-e4f8-436d-bd99-3b7111fb89e9	35e43624-e4f8-436d-bd99-3b7111fb89e9/unc.edu.bf6f4d8e-7aa4-42ae-961d-4686984fc871.2396999.rsem.genes.results	0e6283b9a9495755e2b08308ff594cc2	1518050	validated
36212961-d0e4-4c97-a56b-b22aab147fe3	36212961-d0e4-4c97-a56b-b22aab147fe3/unc.edu.b19c4e9c-2caf-436b-b728-9849b668c663.2386898.rsem.genes.results	eb9eb8ad9e8c409057adc88f745c6b32	1526423	validated
3650bcfc-e3aa-49e6-a098-769f5571d965	3650bcfc-e3aa-49e6-a098-769f5571d965/unc.edu.043d2756-1abf-411f-aaac-b448ed088be1.1929143.rsem.genes.results	b804ca63936b499a1a00ac3236e2f432	1517147	validated
36cbd19d-dd65-486d-9db7-f9fc79f6678d	36cbd19d-dd65-486d-9db7-f9fc79f6678d/unc.edu.0c8724f7-8a7e-4fc3-8100-b06b22d36a67.2166444.rsem.genes.results	0a96075f7ca71e7b964b5308c7fb4bb7	1508389	validated
3778482c-06be-420b-8f7b-c4340986332f	3778482c-06be-420b-8f7b-c4340986332f/unc.edu.f1e23b9a-a79f-439c-a4b9-58fbe9899e98.2096585.rsem.genes.results	4ebf2116a3036d58fc6bfdd257383c24	1517172	validated
383ad4de-9a2a-4969-ab79-0dc4580a1d22	383ad4de-9a2a-4969-ab79-0dc4580a1d22/unc.edu.c2a2d7ab-c8d6-4481-9e91-1f16969e8105.2469310.rsem.genes.results	8271cf26ae9bedc783dea3062c7500c0	1499787	validated
386075c1-7db5-49c2-9cf8-bbbb0325f26a	386075c1-7db5-49c2-9cf8-bbbb0325f26a/unc.edu.eb59f0f9-3b20-4dce-833e-6a67076ddc01.1356267.rsem.genes.results	9d8c02050ebd16d1e4c72739a65eaf01	1505273	validated
3911c0fa-7608-4bf5-984f-42b11a60cc3e	3911c0fa-7608-4bf5-984f-42b11a60cc3e/unc.edu.8baefcdb-0b95-4f4a-a7ba-3ee75c227bd1.2508814.rsem.genes.results	8751c1549c69e14658b1253700823ecd	1503443	validated
395e0ff7-210f-4ae4-b867-e797319bc38a	395e0ff7-210f-4ae4-b867-e797319bc38a/unc.edu.d9954580-b237-40a2-b4a3-3ce2482f8da2.2469527.rsem.genes.results	ca31170e4c8a2061deb1576da0241ec4	1509606	validated
3b52c017-2f2a-46d7-a565-c9ca4b46a7bd	3b52c017-2f2a-46d7-a565-c9ca4b46a7bd/unc.edu.eb3cfcc9-657c-4527-ac58-948307cae54c.2504937.rsem.genes.results	a2b52cc84145c2a0ee9b10107e9d5ba9	1507681	validated
3b83be50-5086-486a-bdcb-c43bc03ea6f0	3b83be50-5086-486a-bdcb-c43bc03ea6f0/unc.edu.1a1e861c-14bd-45ea-904a-b14d4059ac95.1350455.rsem.genes.results	aa222884c035e57f1f2e4d9492365136	1506580	validated
3c118d55-c7c9-4418-8b77-681e429a8b19	3c118d55-c7c9-4418-8b77-681e429a8b19/unc.edu.7668e1a3-cf31-411a-8bce-aff592a0f053.1927189.rsem.genes.results	fd3302ef238c6490e51f42c690520e53	1515066	validated
